timestamp,region_name,service_category,actual_usage,allocated_capacity,operational_cost,availability_ratio,net_customer_change,is_weekend,business_confidence_index,cloud_adoption_index
2024-01-06,US-East,compute,1207.55,1366.645,140.01,0.9817,2.0,1,56.22432859399684,0.501
2024-01-06,US-West,compute,856.65,856.65,101.0,0.94,-2.0,1,66.25592417061611,0.501
2024-01-06,US-West,storage,603.44,657.19,76.8,0.9807,-5.0,1,66.71406003159558,0.501
2024-01-06,US-East,storage,704.27,828.69,83.19,0.9758,0.0,1,62.14849921011058,0.501
2024-01-07,India-South,compute,647.57,728.13,51.45,0.9621,19.0,1,55.40284360189574,0.502
2024-01-07,US-East,compute,1176.58,1432.8,145.55,0.966,1.0,1,62.22748815165876,0.502
2024-01-07,India-South,storage,358.51,358.51,27.77,0.9988,0.0,1,60.77409162717219,0.502
2024-01-07,US-East,storage,1482.5,1594.02,174.93,0.9731,-3.0,1,64.48657187993682,0.502
2024-01-07,India-West,compute,504.85,504.85,44.92,0.9592,0.0,1,47.17219589257503,0.502
2024-01-07,US-West,compute,847.94,921.61,104.77,0.985,5.0,1,54.81832543443917,0.502
2024-01-07,India-West,storage,276.85,523.345,22.822805052624545,0.9736,0.0,1,53.39652448657186,0.502
2024-01-07,US-West,storage,595.14,658.99,72.22,0.9807,-5.0,1,60.78988941548183,0.502
2024-01-08,India-West,storage,463.61,491.18,39.47,0.999,6.0,0,61.35860979462875,0.502
2024-01-08,US-East,compute,1047.86,1109.77,137.78,0.9416,4.0,0,57.804107424960506,0.502
2024-01-08,US-West,compute,1160.49,1380.55,137.67,0.9649,27.0,0,58.60979462875199,0.502
2024-01-08,US-East,storage,722.97,722.97,89.12,0.9762,8.0,0,57.09320695102685,0.502
2024-01-08,US-West,storage,629.39,673.85,72.51,0.9807,7.0,0,62.96998420221168,0.502
2024-01-08,India-West,compute,565.79,644.57,49.72,0.9757,0.0,0,59.66824644549765,0.502
2024-01-08,India-South,storage,425.83,454.61,32.58,0.9592,0.0,0,56.63507109004741,0.502
2024-01-08,India-South,compute,836.72,836.93,67.75,0.9621,-13.0,0,60.66350710900474,0.502
2024-01-09,US-East,compute,1214.05,1398.15,155.05,0.9958,-4.0,0,58.59399684044234,0.502
2024-01-09,India-South,compute,757.14,852.85,60.47,0.9652,1.0,0,63.90205371248025,0.502
2024-01-09,India-South,storage,522.23,566.18,45.78,0.9715,9.0,0,54.97630331753554,0.502
2024-01-09,US-East,storage,906.28,906.28,119.68,0.9602,0.0,0,65.32385466034756,0.502
2024-01-09,US-West,storage,801.47,831.65,104.8,0.999,9.0,0,63.349131121642976,0.502
2024-01-09,India-West,compute,772.57,899.92,65.29,0.9768,15.0,0,59.273301737756725,0.502
2024-01-09,US-West,compute,1151.94,1320.55,133.47,0.9858,3.0,0,56.31911532385466,0.502
2024-01-09,India-West,storage,487.62,550.54,39.3,0.9825,0.0,0,58.42022116903634,0.502
2024-01-10,US-East,compute,1337.29,1475.87,157.9,0.9588,9.0,0,67.23538704581358,0.502
2024-01-10,US-West,storage,694.18,780.3,90.23,0.999,3.0,0,60.0,0.502
2024-01-10,India-West,compute,646.43,646.43,50.84,0.9863,32.0,0,58.7045813586098,0.502
2024-01-10,India-West,storage,470.8,554.66,37.09,0.9651,2.0,0,60.37914691943127,0.502
2024-01-10,India-South,storage,394.72,475.96,30.13,0.999,10.0,0,62.87519747235386,0.502
2024-01-10,US-East,storage,824.8,824.8,90.95,0.9963,-7.0,0,60.36334913112165,0.502
2024-01-10,India-South,compute,761.12,848.05,58.12,0.999,19.0,0,47.81990521327015,0.502
2024-01-10,US-West,compute,1045.48,1187.23,134.96,0.94,7.0,0,54.20221169036334,0.502
2024-01-11,US-East,storage,744.39,905.28,95.31,0.9664,7.0,0,64.66034755134282,0.503
2024-01-11,US-East,compute,1425.39,1425.39,189.7,0.9852,12.0,0,65.07109004739335,0.503
2024-01-11,India-South,compute,775.57,802.0,59.31,0.9675,-3.0,0,62.05371248025276,0.503
2024-01-11,India-West,storage,455.43,455.43,32.15,0.9749,12.0,0,61.64296998420223,0.503
2024-01-11,India-West,compute,569.83,671.65,48.69,0.9859,16.0,0,51.3744075829384,0.503
2024-01-11,India-South,storage,483.94,507.14,39.95,0.9589,3.0,0,59.38388625592417,0.503
2024-01-11,US-West,storage,744.16,744.16,100.88,0.999,0.0,0,45.37124802527645,0.503
2024-01-11,US-West,compute,1124.73,1126.91,129.19,0.9681,0.0,0,58.26224328593997,0.503
2024-01-12,US-East,storage,804.14,821.17,96.38,0.9954,17.0,0,48.90995260663507,0.503
2024-01-12,India-West,storage,439.57,439.57,29.81,0.999,0.0,0,66.77725118483414,0.503
2024-01-12,India-South,storage,510.37,609.42,44.48,0.9783,4.0,0,50.37914691943127,0.503
2024-01-12,US-West,storage,543.5,678.99,69.33,0.9765,-2.0,0,63.42812006319116,0.503
2024-01-12,India-South,compute,819.72,819.72,66.06,0.9848,2.0,0,62.74881516587677,0.503
2024-01-12,India-South,compute,767.24,793.23,65.98,0.9514,0.0,0,59.30489731437599,0.503
2024-01-12,US-East,compute,2047.74,2352.96,233.63,0.9835,-7.0,0,57.88309636650868,0.503
2024-01-12,US-West,compute,1202.31,1202.31,143.78,0.9789,4.0,0,53.90205371248025,0.503
2024-01-13,US-West,compute,854.72,854.72,105.51168028920165,0.9511,5.0,1,48.19905213270143,0.503
2024-01-13,India-South,storage,657.22,723.71,52.98,0.9872,1.0,1,58.19905213270142,0.503
2024-01-13,India-South,compute,754.79,817.1133333333333,64.34,0.9601,18.0,1,70.60031595576618,0.503
2024-01-13,India-West,storage,478.85,478.85,39.54,0.999,9.0,1,73.87045813586099,0.503
2024-01-13,US-East,compute,716.52,829.99,55.2,0.94,-2.0,1,53.52290679304898,0.503
2024-01-13,US-East,compute,1212.2,1248.03,143.51,0.9785,8.0,1,61.64296998420223,0.503
2024-01-13,US-East,storage,773.85,849.5,90.94,0.9607,14.0,1,64.0916271721959,0.503
2024-01-13,US-West,storage,692.89,782.9,83.13,0.9624,-4.0,1,58.75197472353869,0.503
2024-01-14,India-West,storage,442.45,491.78,33.7,0.999,20.0,1,48.97314375987361,0.504
2024-01-14,India-West,compute,570.09,570.09,47.92,0.9582,27.0,1,46.5560821484992,0.504
2024-01-14,US-West,storage,686.48,686.48,81.65,0.9763,26.0,1,56.41390205371248,0.504
2024-01-14,India-South,storage,482.16,557.95,41.41,0.9879,14.0,1,61.92733017377567,0.504
2024-01-14,India-South,compute,664.85,814.5066666666667,55.32,0.999,8.0,1,58.07266982622433,0.504
2024-01-14,US-West,compute,900.29,1015.51,105.7,0.9988,1.0,1,52.432859399684034,0.504
2024-01-14,US-East,compute,1134.97,1389.72,136.95,0.9895,4.0,1,49.68404423380726,0.504
2024-01-14,US-East,storage,746.62,888.35,87.39,0.9942,5.0,1,53.58609794628752,0.504
2024-01-15,India-West,storage,478.16,556.36,40.49,0.9904,-4.0,0,54.47077409162717,0.504
2024-01-15,India-West,compute,838.2,936.95,69.69,0.9835,8.0,0,57.37756714060032,0.504
2024-01-15,India-South,compute,808.82,811.9,63.77,0.9479,-4.0,0,53.112164296998415,0.504
2024-01-15,US-East,compute,1181.04,1472.77,137.62,0.999,5.0,0,50.853080568720365,0.504
2024-01-15,US-East,storage,893.19,927.2,114.84,0.9861,7.0,0,63.28593996840442,0.504
2024-01-15,US-West,compute,1155.05,1270.79,152.08,0.9988,-2.0,0,55.181674565560826,0.504
2024-01-15,India-South,storage,444.6,485.45,37.89,0.9848,7.0,0,53.112164296998415,0.504
2024-01-15,US-West,storage,696.61,735.07,82.13,0.9442,15.0,0,58.38862559241707,0.504
2024-01-16,India-West,storage,516.13,521.03,44.64,0.9682,5.0,0,60.31595576619274,0.504
2024-01-16,India-South,compute,858.71,989.91,71.95,0.9895,17.0,0,50.584518167456565,0.504
2024-01-16,US-East,storage,714.47,714.47,91.01,0.9442,8.0,0,51.56398104265402,0.504
2024-01-16,US-West,compute,1025.89,1247.95,121.47,0.999,9.0,0,55.32385466034757,0.504
2024-01-16,India-West,compute,589.36,702.13,48.32,0.9933,1.0,0,51.04265402843602,0.504
2024-01-16,India-South,storage,607.93,718.71,48.38,0.9758,1.0,0,58.73617693522908,0.504
2024-01-16,US-East,compute,1531.0,1752.98,193.88,0.9846,6.0,0,59.69984202211691,0.504
2024-01-16,US-West,storage,509.46,509.46,62.1,0.9669,6.0,0,60.600315955766185,0.504
2024-01-17,US-West,compute,1063.82,1301.45,121.64,0.9565,20.0,0,52.701421800947855,0.504
2024-01-17,India-South,storage,467.09,533.59,38.17,0.999,12.0,0,59.38388625592417,0.504
2024-01-17,US-East,compute,1272.1,1407.8,162.65,0.991,-7.0,0,53.459715639810426,0.504
2024-01-17,India-West,storage,493.745,493.745,47.43,0.999,-9.0,0,56.12954186413901,0.504
2024-01-17,India-West,compute,571.65,656.48,45.87,0.9833,-6.0,0,48.13586097946286,0.504
2024-01-17,US-West,storage,720.7,791.03,92.83,0.9844,0.0,0,47.567140600315945,0.504
2024-01-17,India-South,compute,745.59,887.5,64.85,0.999,-4.0,0,64.58135860979465,0.504
2024-01-17,US-East,storage,731.06,834.31,92.9,0.9803,9.0,0,56.72985781990522,0.504
2024-01-18,India-South,storage,667.08,699.2,54.07,0.9956,0.0,0,49.526066350710906,0.505
2024-01-18,India-West,storage,406.09,466.46,31.59,0.979,2.0,0,44.518167456556085,0.505
2024-01-18,India-West,compute,804.22,986.19,68.96,0.999,16.0,0,59.63665086887835,0.505
2024-01-18,US-West,storage,606.64,639.53,79.33,0.9874,0.0,0,57.88309636650868,0.505
2024-01-18,US-West,compute,1145.97,1348.39,141.4652988826942,0.9788,6.0,0,56.5560821484992,0.505
2024-01-18,US-East,storage,718.02,836.05,88.61427073268358,0.9875,21.0,0,53.44391785150078,0.505
2024-01-18,US-East,compute,1213.09,1213.09,142.62,0.9646,21.0,0,52.25908372827803,0.505
2024-01-18,India-South,compute,827.31,928.45,64.07,0.9877,0.0,0,57.64612954186414,0.505
2024-01-19,US-East,storage,619.21,838.01,75.03,0.999,18.0,0,35.95576619273301,0.505
2024-01-19,India-South,compute,769.94,930.52,62.57,0.98,5.0,0,42.0695102685624,0.505
2024-01-19,India-West,compute,707.56,741.69,55.3,0.999,16.0,0,60.94786729857819,0.505
2024-01-19,US-East,compute,1106.29,1302.5,126.4,0.9753,23.0,0,46.84044233807267,0.505
2024-01-19,India-West,storage,316.3,381.5,25.61,0.999,14.0,0,54.48657187993682,0.505
2024-01-19,India-South,storage,734.81,790.69,96.58,0.999,14.0,0,60.157977883096365,0.505
2024-01-19,India-South,storage,520.99,641.46,44.51,0.9612,-5.0,0,46.99842022116903,0.505
2024-01-19,US-West,compute,1028.88,1035.22,132.12,0.9761,-8.0,0,54.20221169036334,0.505
2024-01-20,India-South,compute,688.99,809.81,52.86,0.9546,-4.0,1,53.222748815165865,0.505
2024-01-20,India-West,compute,677.79,724.73,55.91,0.9501,7.0,1,56.39810426540284,0.505
2024-01-20,US-West,storage,723.29,748.43,86.67,0.9692,3.0,1,58.73617693522908,0.505
2024-01-20,US-East,storage,734.89,839.97,89.84,0.9937,5.0,1,60.53712480252766,0.505
2024-01-20,India-South,storage,378.36,411.07,32.15,0.9728,0.0,1,47.59873617693523,0.505
2024-01-20,US-West,compute,1079.23,1123.53,138.24,0.9909,-12.0,1,58.43601895734598,0.505
2024-01-20,US-East,compute,1018.86,1169.25,119.14,0.984,-1.0,1,65.56082148499209,0.505
2024-01-20,India-West,storage,399.9,464.71,34.58,0.9438,20.0,1,49.93680884676144,0.505
2024-01-21,India-West,storage,376.22,376.25,32.19,0.9812,23.0,1,59.526066350710906,0.505
2024-01-21,India-South,compute,625.3,665.4,51.84,0.999,9.0,1,59.684044233807256,0.505
2024-01-21,India-West,compute,488.82,502.16,40.12,0.999,-7.0,1,50.94786729857819,0.505
2024-01-21,India-South,storage,659.68,712.49,80.75,0.9592,16.0,1,48.37282780410742,0.505
2024-01-21,India-South,storage,571.85,577.64,48.19,0.9743,16.0,1,68.1832543443918,0.505
2024-01-21,US-West,compute,967.11,1022.11,121.98,0.9984,16.0,1,56.82464454976302,0.505
2024-01-21,US-East,storage,872.4,917.845,103.88,0.991,-2.0,1,62.46445497630332,0.505
2024-01-21,US-East,compute,1115.79,1193.09,113.43,0.9682,13.0,1,58.214849921011066,0.505
2024-01-22,India-South,storage,577.95,707.06,44.43,0.9638,13.0,0,53.69668246445498,0.506
2024-01-22,India-West,storage,529.66,595.51,43.04,0.9862,11.0,0,49.68404423380726,0.506
2024-01-22,US-East,storage,817.07,995.72,98.87,0.991,-1.0,0,64.69194312796208,0.506
2024-01-22,US-East,compute,1212.72,1277.46,145.69,0.999,0.0,0,56.31911532385466,0.506
2024-01-22,US-West,storage,840.01,840.01,98.9,0.9979,8.0,0,65.40284360189574,0.506
2024-01-22,US-West,compute,1078.13,1137.24,136.59,0.9411,28.0,0,57.50394944707742,0.506
2024-01-22,India-West,compute,700.98,782.83,55.6,0.96,9.0,0,70.06319115323856,0.506
2024-01-22,India-South,compute,681.08,837.11,54.09,0.9528,3.0,0,53.870458135860986,0.506
2024-01-23,US-West,compute,1068.92,1129.395,133.53,0.9728,6.0,0,59.71563981042653,0.506
2024-01-23,US-East,storage,848.72,932.17,97.63,0.94,22.0,0,60.39494470774092,0.506
2024-01-23,US-West,storage,650.64,651.37,78.3,0.999,10.0,0,44.1864139020537,0.506
2024-01-23,India-South,compute,871.35,871.35,78.74,0.9615,14.0,0,66.4612954186414,0.506
2024-01-23,India-South,storage,513.95,568.0,40.34,0.9655,14.0,0,56.240126382306485,0.506
2024-01-23,India-West,storage,540.22,594.09,44.42,0.9862,0.0,0,53.55450236966825,0.506
2024-01-23,US-East,compute,1255.68,1361.83,149.78,0.999,0.0,0,57.06161137440758,0.506
2024-01-23,India-West,compute,780.58,891.65,62.88,0.999,-7.0,0,60.39494470774092,0.506
2024-01-24,US-East,compute,1147.0,1351.69,143.52,0.9713,7.0,0,51.23222748815167,0.506
2024-01-24,US-West,compute,1057.4650000000001,1121.55,136.73,0.9744,-1.0,0,54.12322274881517,0.506
2024-01-24,India-South,storage,519.15,519.15,40.01,0.9844,6.0,0,67.44075829383885,0.506
2024-01-24,India-South,compute,659.22,751.45,53.47,0.9532,3.0,0,53.08056872037915,0.506
2024-01-24,India-West,storage,418.31,423.74,32.11,0.9795,9.0,0,50.063191153238535,0.506
2024-01-24,US-East,storage,789.71,983.97,95.35,0.999,0.0,0,53.47551342812007,0.506
2024-01-24,US-West,storage,579.67,630.49,76.2,0.9981,-9.0,0,61.43759873617693,0.506
2024-01-24,India-West,compute,599.65,606.51,46.77,0.9915,-2.0,0,49.41548183254344,0.506
2024-01-25,US-West,compute,1024.7,1024.7,120.56,0.989,0.0,0,56.3349131121643,0.507
2024-01-25,US-East,storage,724.98,815.61,95.2,0.9511,-3.0,0,58.483412322274894,0.507
2024-01-25,US-East,compute,1159.96,1296.27,141.09,0.974,0.0,0,51.911532385466025,0.507
2024-01-25,India-South,storage,679.83,739.05,58.31,0.9941,-12.0,0,70.7266982622433,0.507
2024-01-25,India-West,compute,731.87,751.41,63.98,0.9671,9.0,0,52.3696682464455,0.507
2024-01-25,India-West,storage,498.55,502.96,40.76,0.9934,6.0,0,58.95734597156398,0.507
2024-01-25,India-South,compute,688.83,784.08,55.5,0.9668,14.0,0,46.3823064770932,0.507
2024-01-25,US-West,storage,889.63,1049.77,114.42,0.9901,16.0,0,48.73617693522907,0.507
2024-01-26,US-West,compute,1140.74,1140.74,136.8,0.9785,-11.0,0,54.64454976303317,0.507
2024-01-26,India-South,compute,803.36,958.46,63.78,0.9629,13.0,0,62.8909952606635,0.507
2024-01-26,US-East,compute,1214.57,1355.65,159.65,0.974,9.0,0,57.86729857819906,0.507
2024-01-26,India-West,compute,679.68,686.5,58.48,0.9696,-10.0,0,48.68878357030016,0.507
2024-01-26,India-South,storage,609.63,652.99,53.26,0.9604,0.0,0,50.03159557661927,0.507
2024-01-26,US-East,storage,775.78,946.72,89.07,0.9778,14.0,0,70.04739336492892,0.507
2024-01-26,India-West,storage,490.73,490.73,41.79,0.947,0.0,0,58.862559241706165,0.507
2024-01-26,US-West,storage,739.84,818.67,91.53,0.94,5.0,0,56.22432859399684,0.507
2024-01-27,US-East,storage,751.24,919.85,100.76,0.9948,19.0,1,60.06319115323856,0.507
2024-01-27,India-South,storage,465.98,569.13,39.9,0.9644,-6.0,1,62.24328593996841,0.507
2024-01-27,India-South,compute,871.11,902.91,70.96,0.9861,6.0,1,64.20221169036334,0.507
2024-01-27,US-West,storage,644.86,696.46,82.32,0.971,20.0,1,59.36808846761453,0.507
2024-01-27,India-West,compute,456.94,483.1,34.94,0.999,9.0,1,57.045813586097935,0.507
2024-01-27,US-West,compute,923.82,1134.99,121.54,0.9781,6.0,1,58.357030015797775,0.507
2024-01-27,US-East,compute,1003.26,1128.76,115.77,0.9868,23.0,1,51.13744075829384,0.507
2024-01-27,India-West,storage,310.16,310.16,26.24,0.9411,0.0,1,50.8214849921011,0.507
2024-01-28,US-West,compute,1065.81,1107.76,139.72,0.999,2.0,1,64.64454976303317,0.507
2024-01-28,US-East,storage,726.7,908.31,95.88,0.999,8.0,1,55.76619273301737,0.507
2024-01-28,India-West,compute,569.03,665.45,44.36,0.9641,-13.0,1,57.2827804107425,0.507
2024-01-28,US-East,compute,1149.14,1296.51,138.88,0.9777,17.0,1,63.90205371248025,0.507
2024-01-28,India-West,storage,485.95,521.2,41.45,0.9733,7.0,1,48.467614533965246,0.507
2024-01-28,India-South,compute,805.61,859.43,67.35,0.9713,29.0,1,55.89257503949448,0.507
2024-01-28,India-South,storage,449.51,465.51,35.18,0.9905,-2.0,1,66.65086887835702,0.507
2024-01-28,US-West,storage,675.53,675.53,90.82,0.98,-14.0,1,59.826224328594,0.507
2024-01-29,US-East,storage,847.33,975.68,104.53,0.9823,20.0,0,46.74565560821485,0.508
2024-01-29,India-West,compute,751.47,842.39,59.49,0.999,-1.0,0,56.35071090047393,0.508
2024-01-29,US-East,compute,1237.98,1411.72,162.39,0.9526,10.0,0,53.60189573459716,0.508
2024-01-29,US-West,storage,789.46,908.1,96.39,0.9709,7.0,0,58.214849921011066,0.508
2024-01-29,India-West,storage,552.63,552.63,44.23,0.9984,0.0,0,61.121642969984194,0.508
2024-01-29,India-South,storage,600.51,668.78,47.27,0.981,-4.0,0,50.15797788309636,0.508
2024-01-29,India-South,compute,748.52,872.9,61.7482434595467,0.999,8.0,0,46.09794628751975,0.508
2024-01-29,US-West,compute,1003.74,1014.95,117.81,0.999,4.0,0,53.5387045813586,0.508
2024-01-30,India-West,compute,669.74,814.64,53.55,0.9493,15.0,0,46.5560821484992,0.508
2024-01-30,US-East,compute,1425.65,1526.93,165.96,0.999,13.0,0,69.46287519747236,0.508
2024-01-30,India-West,storage,391.31,391.31,34.59,0.9794,10.0,0,43.206951026856245,0.508
2024-01-30,India-South,storage,491.56,500.76,41.11,0.9985,-8.0,0,52.575039494470765,0.508
2024-01-30,US-West,storage,719.97,719.97,86.57,0.999,1.0,0,51.34281200631911,0.508
2024-01-30,India-South,compute,850.56,1051.24,69.74,0.9831,21.0,0,50.61611374407583,0.508
2024-01-30,US-East,storage,669.56,723.95,82.6335911419955,0.984,-16.0,0,63.12796208530806,0.508
2024-01-30,US-West,compute,1089.71,1089.71,134.71,0.94,10.0,0,51.911532385466025,0.508
2024-01-31,US-East,storage,790.86,829.32,99.17,0.9775,4.0,0,58.878357030015806,0.508
2024-01-31,India-West,compute,816.86,816.86,73.64,0.9903,9.0,0,52.812006319115326,0.508
2024-01-31,India-South,compute,813.95,978.47,68.49,0.9831,-6.0,0,54.518167456556085,0.508
2024-01-31,US-East,compute,1158.35,1430.39,135.12,0.9797,12.0,0,66.72985781990522,0.508
2024-01-31,India-West,storage,585.39,704.12,51.51,0.9839,7.0,0,59.51026856240126,0.508
2024-01-31,India-South,storage,414.48,546.29,34.16,0.999,-2.0,0,58.90995260663507,0.508
2024-01-31,US-West,compute,1042.2,1060.92,126.22,0.9643,24.0,0,53.12796208530807,0.508
2024-01-31,US-East,storage,768.8133333333334,890.86,84.75,0.999,23.0,0,52.30647709320694,0.508
2024-02-01,India-South,storage,453.74,508.54,38.73,0.9814,4.0,0,57.29857819905215,0.508
2024-02-01,US-East,storage,690.7,690.7,82.16,0.9513,3.0,0,53.09636650868877,0.508
2024-02-01,US-West,compute,1172.82,1218.63,136.92,0.974,0.0,0,55.086887835703,0.508
2024-02-01,US-East,compute,1145.07,1479.6350000000002,149.02,0.9797,1.0,0,58.767772511848335,0.508
2024-02-01,US-West,storage,761.05,808.04,93.03,0.9601,0.0,0,56.9826224328594,0.508
2024-02-01,India-South,compute,938.14,956.61,71.64,0.971,13.0,0,49.73143759873618,0.508
2024-02-01,India-West,compute,756.94,760.36,64.5,0.9753,11.0,0,62.41706161137441,0.508
2024-02-01,India-South,storage,574.32,591.82,50.09,0.999,17.0,0,57.01421800947867,0.508
2024-02-02,India-South,storage,348.37,373.64,27.24,0.9526,10.0,0,54.533965244865726,0.509
2024-02-02,India-South,compute,878.71,992.83,71.32,0.9806,-5.0,0,59.478672985782,0.509
2024-02-02,US-East,compute,1284.97,1528.88,161.01,0.997,-1.0,0,68.86255924170617,0.509
2024-02-02,US-West,storage,722.1,844.2,89.42142026446898,0.9981,9.0,0,58.34123222748816,0.509
2024-02-02,India-West,compute,537.32,537.32,43.77,0.9663,17.0,0,50.0,0.509
2024-02-02,US-West,compute,1023.57,1023.57,126.52,0.963,-8.0,0,48.32543443917851,0.509
2024-02-02,India-West,storage,423.21,510.89,35.03,0.9788,0.0,0,55.21327014218009,0.509
2024-02-02,US-East,storage,724.72,793.83,90.68,0.9675,-16.0,0,53.09636650868877,0.509
2024-02-03,India-West,storage,326.28,396.0,25.96,0.9916,19.0,1,62.33807266982623,0.509
2024-02-03,US-West,compute,1032.5,1222.36,133.96,0.999,12.0,1,58.18325434439178,0.509
2024-02-03,US-East,compute,1112.01,1112.01,138.19,0.9479,7.0,1,60.09478672985783,0.509
2024-02-03,India-South,compute,512.77,512.77,45.11,0.9721,5.0,1,44.78672985781991,0.509
2024-02-03,India-South,storage,683.89,716.89,79.44,0.9844,14.0,1,55.260663507109,0.509
2024-02-03,India-South,storage,303.3,586.465,23.53,0.986,0.0,1,53.38072669826224,0.509
2024-02-03,India-West,compute,855.63,1038.46,73.27,0.999,0.0,1,55.62401263823065,0.509
2024-02-03,US-West,storage,715.34,880.36,89.1,0.9641,0.0,1,59.3522906793049,0.509
2024-02-04,US-West,compute,1057.72,1101.32,120.74,0.9814,28.0,1,58.90995260663507,0.509
2024-02-04,India-South,compute,657.48,679.14,56.55,0.9869,-5.0,1,56.42969984202211,0.509
2024-02-04,India-South,storage,446.88,456.04,36.9605361487728,0.9707,10.0,1,51.121642969984194,0.509
2024-02-04,US-East,storage,638.47,795.51,79.75,0.9728,2.0,1,65.260663507109,0.509
2024-02-04,India-West,storage,358.74,430.37,28.36,0.9725,1.0,1,58.73617693522908,0.509
2024-02-04,India-West,compute,619.98,679.86,51.72,0.94,6.0,1,63.80726698262243,0.509
2024-02-04,US-West,storage,572.9,635.27,65.61,0.9822,0.0,1,55.955766192733016,0.509
