timestamp,actual_usage,allocated_capacity,operational_cost,availability_ratio,net_customer_change,is_weekend,business_confidence_index,cloud_adoption_index,day,weekday,lag_1_usage,lag_7_usage,rolling_mean_3,usage_spike,customer_growth_flag,region_name_India-West,region_name_US-East,region_name_US-West,service_category_storage
2024-01-21,625.3,665.4,51.84,0.999,9.0,1,59.684044233807256,0.505,21,6,688.99,664.85,694.7433333333333,0,1,0,0,0,0
2024-01-22,681.08,837.11,54.09,0.9528,3.0,0,53.870458135860986,0.506,22,0,625.3,808.82,665.1233333333333,0,1,0,0,0,0
2024-01-23,871.35,871.35,78.74,0.9615,14.0,0,66.4612954186414,0.506,23,1,681.08,858.71,725.91,0,1,0,0,0,0
2024-01-24,659.22,751.45,53.47,0.9532,3.0,0,53.08056872037915,0.506,24,2,871.35,745.59,737.2166666666667,0,1,0,0,0,0
2024-01-25,688.83,784.08,55.5,0.9668,14.0,0,46.3823064770932,0.507,25,3,659.22,827.31,739.8000000000001,0,1,0,0,0,0
2024-01-26,803.36,958.46,63.78,0.9629,13.0,0,62.8909952606635,0.507,26,4,688.83,769.94,717.1366666666668,0,1,0,0,0,0
2024-01-27,871.11,902.91,70.96,0.9861,6.0,1,64.20221169036334,0.507,27,5,803.36,688.99,787.7666666666668,0,1,0,0,0,0
2024-01-28,805.61,859.43,67.35,0.9713,29.0,1,55.89257503949448,0.507,28,6,871.11,625.3,826.6933333333333,0,1,0,0,0,0
2024-01-29,748.52,872.9,61.7482434595467,0.999,8.0,0,46.09794628751975,0.508,29,0,805.61,681.08,808.4133333333333,0,1,0,0,0,0
2024-01-30,850.56,1051.24,69.74,0.9831,21.0,0,50.61611374407583,0.508,30,1,748.52,871.35,801.5633333333334,0,1,0,0,0,0
2024-01-31,813.95,978.47,68.49,0.9831,-6.0,0,54.518167456556085,0.508,31,2,850.56,659.22,804.3433333333332,0,0,0,0,0,0
2024-02-01,938.14,956.61,71.64,0.971,13.0,0,49.73143759873618,0.508,1,3,813.95,688.83,867.5499999999998,0,1,0,0,0,0
2024-02-02,878.71,992.83,71.32,0.9806,-5.0,0,59.478672985782,0.509,2,4,938.14,803.36,876.9333333333334,0,0,0,0,0,0
2024-02-03,512.77,512.77,45.11,0.9721,5.0,1,44.78672985781991,0.509,3,5,878.71,871.11,776.54,0,1,0,0,0,0
2024-02-04,657.48,679.14,56.55,0.9869,-5.0,1,56.42969984202211,0.509,4,6,512.77,805.61,682.9866666666667,0,0,0,0,0,0
2024-02-05,790.95,965.66,61.32,0.9718,-8.0,0,56.25592417061611,0.51,5,0,657.48,748.52,653.7333333333333,0,0,0,0,0,0
2024-02-06,988.07,1054.19,81.22,0.9953,0.0,0,67.8041074249605,0.51,6,1,790.95,850.56,812.1666666666666,0,0,0,0,0,0
2024-02-07,750.24,766.82,62.46,0.999,17.0,0,55.51342812006318,0.51,7,2,988.07,813.95,843.0866666666667,0,1,0,0,0,0
2024-02-08,780.33,943.87,60.0,0.999,-6.0,0,58.24644549763033,0.51,8,3,750.24,938.14,839.5466666666667,0,0,0,0,0,0
2024-02-09,667.16,724.87,52.04,0.9698,2.0,0,56.96682464454976,0.511,9,4,780.33,878.71,732.5766666666667,0,1,0,0,0,0
2024-02-10,615.21,615.21,50.75099778061739,0.9597,5.0,1,61.390205371248015,0.511,10,5,667.16,512.77,687.5666666666667,0,1,0,0,0,0
2024-02-11,812.28,881.85,67.00804680879682,0.999,0.0,1,49.46287519747235,0.511,11,6,615.21,657.48,698.2166666666667,0,0,0,0,0,0
2024-02-11,593.84,692.96,49.07,0.964,-3.0,1,62.211690363349135,0.511,11,6,812.28,790.95,673.7766666666668,0,0,0,0,0,0
2024-02-12,982.37,1154.22,79.71,0.9839,25.0,0,66.44549763033174,0.511,12,0,593.84,988.07,796.1633333333333,0,1,0,0,0,0
2024-02-13,878.87,878.87,73.87,0.999,5.0,0,56.4612954186414,0.512,13,1,982.37,750.24,818.36,0,1,0,0,0,0
2024-02-14,803.54,891.78,63.03,0.971,10.0,0,59.05213270142181,0.512,14,2,878.87,780.33,888.2599999999999,0,1,0,0,0,0
2024-02-15,729.24,835.96,60.157763400363166,0.9529,-5.0,0,45.16587677725118,0.512,15,3,803.54,667.16,803.8833333333333,0,0,0,0,0,0
2024-02-16,741.72,780.14,58.4,0.9529,11.0,0,60.69510268562401,0.513,16,4,729.24,615.21,758.1666666666666,0,1,0,0,0,0
2024-02-17,536.02,536.02,43.89,0.9891,9.0,1,52.25908372827803,0.513,17,5,741.72,812.28,668.9933333333333,0,1,0,0,0,0
2024-02-18,759.23,854.83,61.25,0.964,0.0,1,70.06319115323856,0.513,18,6,536.02,593.84,678.99,0,0,0,0,0,0
2024-02-19,892.88,1102.45,71.97,0.999,4.0,0,59.38388625592417,0.513,19,0,759.23,982.37,729.3766666666667,0,1,0,0,0,0
2024-02-20,1850.82,1879.21,150.13,0.9804,-4.0,0,51.43759873617693,0.514,20,1,892.88,878.87,1167.6433333333332,1,0,0,0,0,0
2024-02-21,731.11,784.41,57.16,0.9804,0.0,0,53.49131121642969,0.514,21,2,1850.82,803.54,1158.27,0,0,0,0,0,0
2024-02-22,696.415,1078.95,69.31,0.9753,2.0,0,69.2259083728278,0.514,22,3,731.11,729.24,1092.7816666666665,0,1,0,0,0,0
2024-02-23,661.72,782.94,55.93,0.9743,2.0,0,57.34597156398103,0.515,23,4,696.415,741.72,696.415,0,1,0,0,0,0
2024-02-24,593.1,731.8,47.34,0.9852,0.0,1,33.349131121642955,0.515,24,5,661.72,536.02,650.4116666666666,0,0,0,0,0,0
2024-02-25,686.94,692.39,57.58,0.9872,5.0,1,53.88625592417061,0.515,25,6,593.1,759.23,647.2533333333334,0,1,0,0,0,0
2024-02-26,739.81,831.03,59.86,0.9879,2.0,0,61.51658767772511,0.515,26,0,686.94,892.88,673.2833333333333,0,1,0,0,0,0
2024-02-27,792.68,794.58,60.98,0.995,9.0,0,62.559241706161146,0.516,27,1,739.81,1850.82,739.81,0,1,0,0,0,0
2024-02-28,858.56,1046.76,67.68,0.9742,16.0,0,65.1342812006319,0.516,28,2,792.68,731.11,797.0166666666665,0,1,0,0,0,0
2024-02-29,825.56,891.59,66.53,0.99,11.0,0,55.19747235387045,0.516,29,3,858.56,696.415,825.5999999999999,0,1,0,0,0,0
2024-03-01,810.66,903.95,67.54,0.9902,7.0,0,55.71879936808848,0.516,1,4,825.56,661.72,831.5933333333332,0,1,0,0,0,0
2024-03-02,688.08,688.08,56.76231945658753,0.9645,15.0,1,59.06793048973143,0.517,2,5,810.66,593.1,774.7666666666668,0,1,0,0,0,0
2024-03-04,699.92,840.0,59.72,0.9941,10.0,0,57.804107424960506,0.517,4,0,688.08,686.94,732.8866666666667,0,1,0,0,0,0
2024-03-05,533.86,565.14,42.84,0.94,12.0,0,45.70300157977883,0.518,5,1,699.92,739.81,640.62,0,1,0,0,0,0
2024-03-06,879.23,885.99,67.74,0.9531,0.0,0,71.48499210110585,0.518,6,2,533.86,792.68,704.3366666666667,0,0,0,0,0,0
2024-03-06,1330.63,1460.34,153.23,0.9482,10.0,0,52.16429699842023,0.518,6,2,879.23,858.56,914.5733333333334,1,1,0,0,0,0
2024-03-07,626.16,744.39,49.22,0.9813,5.0,0,34.691943127962084,0.518,7,3,1330.63,825.56,945.34,0,1,0,0,0,0
2024-03-08,906.48,1098.23,77.6,0.9925,9.0,0,58.81516587677725,0.518,8,4,626.16,810.66,954.4233333333333,0,1,0,0,0,0
2024-03-09,873.5,887.91,72.05831595937856,0.94,-5.0,1,62.90679304897315,0.519,9,5,906.48,688.08,802.0466666666666,0,0,0,0,0,0
2024-03-10,783.44,894.64,62.51,0.94,-4.0,1,58.67298578199052,0.519,10,6,873.5,699.92,854.4733333333334,0,0,0,0,0,0
2024-03-11,747.81,856.72,57.24,0.998,-1.0,0,49.668246445497616,0.519,11,0,783.44,533.86,801.5833333333334,0,0,0,0,0,0
2024-03-12,979.48,1031.49,79.12,0.998,-5.0,0,61.76935229067932,0.519,12,1,747.81,879.23,836.91,0,0,0,0,0,0
2024-03-13,1084.18,1212.28,140.5,0.999,0.0,0,52.08530805687202,0.52,13,2,979.48,1330.63,937.1566666666668,1,0,0,0,0,0
2024-03-13,905.28,1084.72,79.5,0.9858,14.0,0,53.15955766192733,0.52,13,2,1084.18,626.16,989.6466666666669,0,1,0,0,0,0
2024-03-14,856.24,1015.34,65.22,0.9752,9.0,0,60.53712480252766,0.52,14,3,905.28,906.48,948.5666666666667,0,1,0,0,0,0
2024-03-15,785.01,785.01,68.18,0.9476,-3.0,0,49.14691943127961,0.52,15,4,856.24,873.5,848.8433333333332,0,0,0,0,0,0
2024-03-16,801.96,827.81,61.54,0.9605,26.0,1,54.23380726698261,0.521,16,5,785.01,783.44,814.4033333333333,0,1,0,0,0,0
2024-03-17,929.34,929.34,71.95,0.999,-5.0,1,51.8167456556082,0.521,17,6,801.96,747.81,838.77,0,0,0,0,0,0
2024-03-18,942.12,1146.59,77.7190390745847,0.999,15.0,0,59.54186413902053,0.521,18,0,929.34,979.48,891.14,0,1,0,0,0,0
2024-03-19,870.2049999999999,892.25,71.61,0.983,-1.0,0,60.56872037914692,0.521,19,1,942.12,1084.18,913.8883333333333,0,0,0,0,0,0
2024-03-20,798.29,899.14,69.88,0.999,17.0,0,54.56556082148499,0.522,20,2,870.2049999999999,905.28,870.2049999999999,0,1,0,0,0,0
2024-03-21,966.47,1023.95,73.78,0.9782,-2.0,0,55.845181674565566,0.522,21,3,798.29,856.24,878.3216666666667,0,0,0,0,0,0
2024-03-22,905.59,1097.36,76.3,0.9623,-13.0,0,62.0695102685624,0.522,22,4,966.47,785.01,890.1166666666667,0,0,0,0,0,0
2024-03-24,806.94,814.54,65.14,0.9623,3.0,1,55.21327014218009,0.523,24,6,905.59,801.96,893.0,0,1,0,0,0,0
2024-03-25,822.89,874.09,67.9,0.9714,14.0,0,66.91943127962085,0.523,25,0,806.94,929.34,845.14,0,1,0,0,0,0
2024-03-26,779.16,923.27,64.27585284820766,0.9841,15.0,0,47.83570300157977,0.523,26,1,822.89,942.12,802.9966666666666,0,1,0,0,0,0
2024-03-28,792.765,844.15,65.39818071154751,0.9781,17.0,0,53.33333333333333,0.524,28,3,779.16,870.2049999999999,798.2716666666665,0,1,0,0,0,0
2024-03-29,806.37,877.16,70.45,0.9859,0.0,0,58.95734597156398,0.524,29,4,792.765,798.29,792.765,0,0,0,0,0,0
2024-03-30,749.91,749.91,58.31,0.9859,0.0,1,65.1342812006319,0.524,30,5,806.37,966.47,783.015,0,0,0,0,0,0
2024-03-31,788.98,878.46,65.07,0.9741,8.0,1,48.704581358609786,0.525,31,6,749.91,905.59,781.7533333333334,0,1,0,0,0,0
2024-04-01,819.73,1023.19,66.4,0.9782,2.0,0,59.90521327014218,0.525,1,0,788.98,806.94,786.2066666666666,0,1,0,0,0,0
2024-04-02,883.6,1038.18,66.73,0.999,-8.0,0,66.79304897314375,0.525,2,1,819.73,822.89,830.77,0,0,0,0,0,0
2024-04-03,947.47,1152.96,79.02,0.9748,3.0,0,60.09478672985783,0.525,3,2,883.6,779.16,883.6,0,1,0,0,0,0
2024-04-04,871.38,1033.76,71.4,0.9755,4.0,0,52.44865718799368,0.526,4,3,947.47,792.765,900.8166666666666,0,1,0,0,0,0
2024-04-05,728.18,770.05,61.05,0.9657,0.0,0,59.03633491311217,0.526,5,4,871.38,806.37,849.0100000000001,0,0,0,0,0,0
2024-04-06,547.99,547.99,44.86,0.9719,10.0,1,55.68720379146919,0.526,6,5,728.18,749.91,715.8499999999999,0,1,0,0,0,0
2024-04-07,785.58,889.16,63.13,0.989,0.0,1,64.17061611374407,0.527,7,6,547.99,788.98,687.25,0,0,0,0,0,0
2024-04-08,1269.32,1412.34,158.19,0.942,5.0,0,64.26540284360189,0.527,8,0,785.58,819.73,867.6300000000001,1,1,0,0,0,0
2024-04-08,877.35,1072.15,67.47,0.999,21.0,0,59.25750394944708,0.527,8,0,1269.32,883.6,977.4166666666666,0,1,0,0,0,0
2024-04-09,692.58,857.43,53.55,0.9624,3.0,0,59.92101105845182,0.527,9,1,877.35,947.47,946.4166666666666,0,1,0,0,0,0
2024-04-10,654.44,1138.41,76.3,0.94,4.0,0,64.31279620853081,0.527,10,2,692.58,871.38,741.4566666666666,0,1,0,0,0,0
2024-04-11,616.3,679.75,53.93,0.9805,9.0,0,58.89415481832543,0.528,11,3,654.44,728.18,654.44,0,1,0,0,0,0
2024-04-12,743.45,758.61,61.33,0.999,6.0,0,64.13902053712481,0.528,12,4,616.3,547.99,671.3966666666666,0,1,0,0,0,0
2024-04-13,580.91,667.6,49.51,0.9911,2.0,1,50.173775671406005,0.528,13,5,743.45,785.58,646.8866666666667,0,1,0,0,0,0
2024-04-14,623.47,655.57,48.51,0.999,16.0,1,55.92417061611374,0.528,14,6,580.91,1269.32,649.2766666666666,0,1,0,0,0,0
2024-04-15,815.95,967.1,70.43,0.9536,24.0,0,54.154818325434434,0.529,15,0,623.47,877.35,673.4433333333333,0,1,0,0,0,0
2024-04-17,797.13,895.82,66.89,0.9888,11.0,0,61.2006319115324,0.529,17,2,815.95,692.58,745.5166666666668,0,1,0,0,0,0
2024-04-18,867.955,867.955,75.41,0.979,23.0,0,50.67930489731437,0.53,18,3,797.13,654.44,827.0116666666667,0,1,0,0,0,0
2024-04-19,840.09,840.09,74.64,0.999,3.0,0,52.98578199052133,0.53,19,4,867.955,616.3,835.0583333333334,0,1,0,0,0,0
2024-04-20,702.23,798.11,57.34,0.9867,6.0,1,54.97630331753554,0.53,20,5,840.09,743.45,803.4250000000001,0,1,0,0,0,0
2024-04-21,832.46,877.91,64.56,0.9884,0.0,1,53.15955766192733,0.53,21,6,702.23,580.91,791.5933333333334,0,0,0,0,0,0
2024-04-22,951.01,1083.57,80.3,0.9538,-6.0,0,57.31437598736177,0.531,22,0,832.46,623.47,828.5666666666666,0,0,0,0,0,0
2024-04-23,632.74,654.38,54.7,0.9858,12.0,0,48.451816745655606,0.531,23,1,951.01,815.95,805.4033333333333,0,1,0,0,0,0
2024-04-24,876.29,897.99,69.89,0.9935,4.0,0,55.30805687203792,0.531,24,2,632.74,797.13,820.0133333333333,0,1,0,0,0,0
2024-04-25,817.44,978.32,70.19,0.9603,-4.0,0,51.23222748815167,0.531,25,3,876.29,867.955,775.4900000000001,0,0,0,0,0,0
2024-04-26,838.22,838.22,69.1479354361423,0.9603,20.0,0,64.18641390205372,0.532,26,4,817.44,840.09,843.9833333333332,0,1,0,0,0,0
2024-04-27,788.81,819.46,68.44,0.9559,23.0,1,50.37914691943127,0.532,27,5,838.22,702.23,814.8233333333334,0,1,0,0,0,0
2024-04-28,783.86,783.86,65.81,0.9544,5.0,1,60.50552922590836,0.532,28,6,788.81,832.46,803.63,0,1,0,0,0,0
2024-04-29,679.81,783.34,56.94,0.9544,-4.0,0,48.43601895734598,0.533,29,0,783.86,951.01,750.8266666666667,0,0,0,0,0,0
2024-04-30,889.13,1109.21,70.0,0.9786,11.0,0,65.35545023696683,0.533,30,1,679.81,632.74,784.2666666666668,0,1,0,0,0,0
2024-05-01,757.58,859.63,66.29,0.999,-2.0,0,55.19747235387045,0.533,1,2,889.13,876.29,775.5066666666667,0,0,0,0,0,0
2024-05-02,887.42,1085.11,70.67,0.9767,21.0,0,59.57345971563981,0.533,2,3,757.58,817.44,844.71,0,1,0,0,0,0
2024-05-03,788.95,788.95,70.26,0.9733,-7.0,0,61.95892575039494,0.534,3,4,887.42,838.22,811.3166666666666,0,0,0,0,0,0
2024-05-04,751.71,751.71,63.07,0.9444,7.0,1,58.767772511848335,0.534,4,5,788.95,788.81,809.36,0,1,0,0,0,0
2024-05-05,799.74,881.57,63.34,0.9756,0.0,1,58.8309636650869,0.534,5,6,751.71,783.86,780.1333333333333,0,0,0,0,0,0
2024-05-06,905.13,905.13,72.12,0.9517,11.0,0,51.05845181674566,0.534,6,0,799.74,679.81,818.86,0,1,0,0,0,0
2024-05-07,751.63,893.75,60.2,0.982,13.0,0,51.01105845181675,0.535,7,1,905.13,889.13,818.8333333333334,0,1,0,0,0,0
2024-05-08,899.9,1078.24,72.91,0.9703,-5.0,0,64.02843601895734,0.535,8,2,751.63,757.58,852.2199999999999,0,0,0,0,0,0
2024-05-08,1129.42,1226.78,142.75,0.9791,-6.0,0,48.64139020537125,0.535,8,2,899.9,887.42,926.9833333333332,1,0,0,0,0,0
2024-05-09,738.75,818.74,59.01,0.9851,0.0,0,57.70932069510268,0.535,9,3,1129.42,788.95,922.6899999999999,0,0,0,0,0,0
2024-05-10,822.44,827.55,66.44,0.9855,16.0,0,61.46919431279622,0.536,10,4,738.75,751.71,896.8699999999999,0,1,0,0,0,0
2024-05-11,749.06,862.4033333333333,57.01,0.999,15.0,1,56.240126382306485,0.536,11,5,822.44,799.74,770.0833333333334,0,1,0,0,0,0
2024-05-12,782.27,897.2566666666667,67.49,0.9663,0.0,1,49.38388625592417,0.536,12,6,749.06,905.13,784.5899999999998,0,0,0,0,0,0
2024-05-13,774.74,932.11,69.85,0.9731,17.0,0,59.77883096366509,0.536,13,0,782.27,751.63,768.6899999999999,0,1,0,0,0,0
2024-05-14,767.21,947.82,62.32,0.999,-2.0,0,58.309636650868896,0.537,14,1,774.74,899.9,774.7399999999999,0,0,0,0,0,0
2024-05-15,786.69,786.69,62.46,0.9632,4.0,0,57.20379146919432,0.537,15,2,767.21,1129.42,776.2133333333333,0,1,0,0,0,0
2024-05-16,807.75,807.75,71.44,0.999,8.0,0,56.74565560821485,0.537,16,3,786.69,738.75,787.2166666666666,0,1,0,0,0,0
2024-05-17,730.11,795.94,58.31,0.9475,9.0,0,54.17061611374408,0.537,17,4,807.75,822.44,774.8499999999999,0,1,0,0,0,0
2024-05-18,747.3,863.44,59.18,0.9913,7.0,1,61.78515007898893,0.538,18,5,730.11,749.06,761.7199999999999,0,1,0,0,0,0
2024-05-19,502.31,505.69,42.27,0.9822,0.0,1,53.80726698262243,0.538,19,6,747.3,782.27,659.9066666666666,0,0,0,0,0,0
2024-05-20,886.56,1061.1,73.1356847131616,0.9822,8.0,0,60.0,0.538,20,0,502.31,774.74,712.0566666666665,0,1,0,0,0,0
2024-05-21,780.34,863.87,60.45,0.9595,-3.0,0,63.01737756714059,0.539,21,1,886.56,767.21,723.07,0,0,0,0,0,0
2024-05-22,838.55,1010.55,69.17515838321339,0.9934,1.0,0,59.684044233807256,0.539,22,2,780.34,786.69,835.15,0,1,0,0,0,0
2024-05-23,915.21,967.07,78.03,0.949,18.0,0,47.85150078988941,0.539,23,3,838.55,807.75,844.6999999999999,0,1,0,0,0,0
2024-05-24,792.5450000000001,1003.53,76.33,0.9821,1.0,0,55.54502369668248,0.539,24,4,915.21,730.11,848.7683333333333,0,1,0,0,0,0
2024-05-25,669.88,789.91,51.47,0.94,3.0,1,50.88467614533965,0.54,25,5,792.5450000000001,747.3,792.5450000000001,0,1,0,0,0,0
2024-05-26,742.9,919.1,59.55,0.9737,10.0,1,48.78357030015798,0.54,26,6,669.88,502.31,735.1083333333332,0,1,0,0,0,0
2024-05-27,831.22,900.93,69.71,0.946,0.0,0,60.26856240126382,0.54,27,0,742.9,886.56,748.0,0,0,0,0,0,0
2024-05-28,822.63,987.9,65.05,0.9481,13.0,0,58.29383886255924,0.54,28,1,831.22,780.34,798.9166666666666,0,1,0,0,0,0
2024-05-29,892.58,892.58,70.63,0.9696,-1.0,0,64.13902053712481,0.541,29,2,822.63,838.55,848.81,0,0,0,0,0,0
2024-05-30,1290.24,1290.24,163.09,0.955,11.0,0,56.39810426540284,0.541,30,3,892.58,915.21,1001.8166666666666,1,1,0,0,0,0
2024-05-30,772.52,855.88,61.09,0.9735,-14.0,0,57.58293838862559,0.541,30,3,1290.24,792.5450000000001,985.1133333333332,0,0,0,0,0,0
2024-05-31,741.97,777.56,58.63,0.999,-3.0,0,53.39652448657186,0.541,31,4,772.52,669.88,934.9099999999999,0,0,0,0,0,0
2024-06-01,690.25,765.48,58.15,0.9934,-6.0,1,44.61295418641391,0.542,1,5,741.97,742.9,734.9133333333333,0,0,0,0,0,0
2024-06-02,673.15,794.97,57.76,0.9746,16.0,1,51.13744075829384,0.542,2,6,690.25,831.22,701.7899999999998,0,1,0,0,0,0
2024-06-03,862.83,998.47,71.99,0.9869,8.0,0,60.93206951026857,0.542,3,0,673.15,822.63,742.0766666666665,0,1,0,0,0,0
2024-06-04,742.45,913.69,56.9,0.9871,-4.0,0,50.56872037914692,0.542,4,1,862.83,892.58,759.4766666666665,0,0,0,0,0,0
2024-06-05,823.92,976.72,67.96827439639517,0.9871,8.0,0,54.32859399684044,0.543,5,2,742.45,1290.24,809.7333333333331,0,1,0,0,0,0
2024-06-06,889.2,1106.54,72.27,0.9604,-8.0,0,63.42812006319116,0.543,6,3,823.92,772.52,818.5233333333332,0,0,0,0,0,0
2024-06-07,797.25,977.0,65.81,0.9568,-6.0,0,54.61295418641391,0.543,7,4,889.2,741.97,836.7899999999998,0,0,0,0,0,0
2024-06-08,766.09,891.74,64.44,0.9899,-1.0,1,58.16745655608216,0.544,8,5,797.25,690.25,817.5133333333332,0,0,0,0,0,0
2024-06-09,725.54,825.12,60.51,0.9717,-12.0,1,53.08056872037915,0.544,9,6,766.09,673.15,762.9599999999999,0,0,0,0,0,0
2024-06-10,756.69,804.28,63.06,0.9899,-1.0,0,42.432859399684034,0.544,10,0,725.54,862.83,749.4399999999999,0,0,0,0,0,0
2024-06-11,873.38,916.0,72.04841670589816,0.9523,-1.0,0,57.677725118483416,0.544,11,1,756.69,742.45,785.2033333333333,0,0,0,0,0,0
2024-06-12,708.11,708.11,58.69,0.9678,14.0,0,54.70774091627173,0.545,12,2,873.38,823.92,779.3933333333331,0,1,0,0,0,0
2024-06-13,906.63,1117.07,77.24,0.999,3.0,0,60.157977883096365,0.545,13,3,708.11,889.2,829.3733333333331,0,1,0,0,0,0
2024-06-14,847.23,847.23,71.8,0.9683,3.0,0,64.15481832543443,0.545,14,4,906.63,797.25,820.6566666666664,0,1,0,0,0,0
2024-06-15,749.3,843.21,58.31,0.9774,6.0,1,47.01421800947867,0.545,15,5,847.23,766.09,834.3866666666664,0,1,0,0,0,0
2024-06-16,782.89,782.89,63.9,0.999,21.0,1,62.306477093206944,0.546,16,6,749.3,725.54,793.1399999999998,0,1,0,0,0,0
2024-06-17,743.29,751.41,62.72,0.99,14.0,0,49.95260663507109,0.546,17,0,782.89,756.69,758.4933333333332,0,1,0,0,0,0
2024-06-18,723.96,800.19,58.72,0.999,0.0,0,60.23696682464456,0.546,18,1,743.29,873.38,750.0466666666665,0,0,0,0,0,0
2024-06-19,726.2,749.37,63.37,0.999,0.0,0,56.9826224328594,0.547,19,2,723.96,708.11,731.15,0,0,0,0,0,0
2024-06-20,832.5,985.61,65.73,0.9908,3.0,0,48.72037914691943,0.547,20,3,726.2,906.63,760.8866666666667,0,1,0,0,0,0
2024-06-21,770.11,770.11,67.04,0.999,4.0,0,56.71406003159558,0.547,21,4,832.5,847.23,776.2699999999999,0,1,0,0,0,0
2024-06-22,730.37,878.75,56.47,0.9778,1.0,1,59.85781990521326,0.547,22,5,770.11,749.3,777.6599999999999,0,1,0,0,0,0
2024-06-23,588.32,623.92,46.99,0.999,-14.0,1,56.145339652448655,0.548,23,6,730.37,782.89,696.2666666666665,0,0,0,0,0,0
2024-06-24,814.73,974.17,66.83,0.9837,1.0,0,59.93680884676144,0.548,24,0,588.32,743.29,711.1399999999999,0,1,0,0,0,0
2024-06-25,968.15,1182.5,75.28,0.9897,-2.0,0,61.26382306477093,0.548,25,1,814.73,723.96,790.4,0,0,0,0,0,0
2024-06-26,820.83,918.0,71.73,0.987,6.0,0,58.07266982622433,0.548,26,2,968.15,726.2,867.9033333333332,0,1,0,0,0,0
2024-06-27,852.415,862.47,69.23,0.9731,0.0,0,53.63349131121642,0.549,27,3,820.83,832.5,880.4649999999998,0,0,0,0,0,0
2024-06-28,874.79,874.79,73.29,0.999,-6.0,0,49.06793048973143,0.549,28,4,852.415,770.11,849.3449999999998,0,0,0,0,0,0
2024-06-29,847.21,853.31,61.03,0.9486,20.0,1,44.04423380726699,0.549,29,5,874.79,730.37,858.1383333333332,0,1,0,0,0,0
2024-06-30,810.42,820.86,68.69,0.9885,-4.0,1,61.800947867298575,0.55,30,6,847.21,588.32,844.1399999999999,0,0,0,0,0,0
